saddr,daddr,sport
95.214.108.14,192.168.88.240,80
185.81.77.86,192.168.88.240,80
185.81.76.33,192.168.88.240,80
80.209.255.251,192.168.88.240,80
185.81.76.202,192.168.88.240,80
195.181.255.233,192.168.88.240,80
185.81.76.48,192.168.88.240,80
212.237.255.79,192.168.88.240,80
185.81.79.185,192.168.88.240,80
185.81.76.133,192.168.88.240,80
185.81.76.199,192.168.88.240,80
80.209.255.146,192.168.88.240,80
185.81.77.63,192.168.88.240,80
80.209.255.211,192.168.88.240,80
185.81.76.25,192.168.88.240,80
80.209.255.19,192.168.88.240,80
185.81.76.213,192.168.88.240,80
195.181.255.124,192.168.88.240,80
212.237.255.80,192.168.88.240,80
80.209.255.242,192.168.88.240,80
185.81.76.218,192.168.88.240,80
185.81.77.194,192.168.88.240,80
185.81.77.141,192.168.88.240,80
195.181.255.244,192.168.88.240,80
195.181.255.228,192.168.88.240,80
185.81.77.227,192.168.88.240,80
95.214.109.114,192.168.88.240,80
195.181.255.190,192.168.88.240,80
212.237.255.139,192.168.88.240,80
185.81.79.45,192.168.88.240,80
195.181.255.72,192.168.88.240,80
195.181.255.165,192.168.88.240,80
185.81.76.26,192.168.88.240,80
185.81.76.94,192.168.88.240,80
185.81.77.78,192.168.88.240,80
80.209.255.169,192.168.88.240,80
185.81.76.143,192.168.88.240,80
185.81.76.97,192.168.88.240,80
185.81.78.50,192.168.88.240,80
185.81.76.52,192.168.88.240,80
80.209.255.244,192.168.88.240,80
212.237.255.190,192.168.88.240,80
195.181.255.255,192.168.88.240,80
80.209.255.166,192.168.88.240,80
185.81.77.197,192.168.88.240,80
185.81.78.49,192.168.88.240,80
195.181.255.130,192.168.88.240,80
212.237.255.112,192.168.88.240,80
185.81.76.200,192.168.88.240,80
185.81.76.124,192.168.88.240,80
195.181.255.104,192.168.88.240,80
185.81.78.222,192.168.88.240,80
185.81.76.197,192.168.88.240,80
80.209.255.223,192.168.88.240,80
185.81.77.190,192.168.88.240,80
185.81.78.177,192.168.88.240,80
195.181.255.93,192.168.88.240,80
185.81.79.162,192.168.88.240,80
80.209.255.2,192.168.88.240,80
80.209.255.67,192.168.88.240,80
95.214.108.57,192.168.88.240,80
185.81.77.178,192.168.88.240,80
185.81.78.151,192.168.88.240,80
185.81.76.178,192.168.88.240,80
80.209.255.47,192.168.88.240,80
195.181.255.91,192.168.88.240,80
80.209.255.149,192.168.88.240,80
80.209.255.212,192.168.88.240,80
80.209.255.80,192.168.88.240,80
80.209.255.125,192.168.88.240,80
185.81.76.212,192.168.88.240,80
212.237.255.202,192.168.88.240,80
185.81.77.67,192.168.88.240,80
185.81.76.221,192.168.88.240,80
80.209.255.84,192.168.88.240,80
80.209.255.124,192.168.88.240,80
185.81.76.206,192.168.88.240,80
80.209.255.61,192.168.88.240,80
80.209.255.157,192.168.88.240,80
185.81.77.177,192.168.88.240,80
80.209.255.123,192.168.88.240,80
185.81.76.98,192.168.88.240,80
185.81.76.93,192.168.88.240,80
80.209.255.11,192.168.88.240,80
80.209.255.236,192.168.88.240,80
185.81.78.238,192.168.88.240,80
95.214.110.2,192.168.88.240,80
185.81.78.203,192.168.88.240,80
185.81.76.45,192.168.88.240,80
195.181.255.243,192.168.88.240,80
195.181.255.125,192.168.88.240,80
185.81.76.41,192.168.88.240,80
195.181.255.238,192.168.88.240,80
195.181.255.45,192.168.88.240,80
185.81.77.43,192.168.88.240,80
185.81.77.57,192.168.88.240,80
185.142.11.49,192.168.88.240,80
185.81.77.155,192.168.88.240,80
185.142.11.4,192.168.88.240,80
185.142.11.61,192.168.88.240,80
185.142.11.107,192.168.88.240,80
195.181.255.163,192.168.88.240,80
185.142.11.140,192.168.88.240,80
185.142.11.187,192.168.88.240,80
185.142.11.78,192.168.88.240,80
185.142.11.59,192.168.88.240,80
185.142.11.148,192.168.88.240,80
185.142.11.48,192.168.88.240,80
185.142.11.73,192.168.88.240,80
185.142.11.3,192.168.88.240,80
185.142.11.76,192.168.88.240,80
185.142.11.146,192.168.88.240,80
185.142.11.171,192.168.88.240,80
185.142.11.139,192.168.88.240,80
185.142.11.168,192.168.88.240,80
212.237.255.18,192.168.88.240,80
185.142.11.75,192.168.88.240,80
185.142.11.80,192.168.88.240,80
185.81.78.176,192.168.88.240,80
185.142.11.103,192.168.88.240,80
185.142.11.159,192.168.88.240,80
185.142.11.181,192.168.88.240,80
185.142.11.5,192.168.88.240,80
185.142.11.11,192.168.88.240,80
185.142.11.99,192.168.88.240,80
185.142.11.113,192.168.88.240,80
185.142.11.191,192.168.88.240,80
185.142.11.92,192.168.88.240,80
185.142.11.9,192.168.88.240,80
185.142.11.82,192.168.88.240,80
185.81.77.152,192.168.88.240,80
185.142.11.72,192.168.88.240,80
185.142.11.13,192.168.88.240,80
185.81.77.75,192.168.88.240,80
185.81.77.165,192.168.88.240,80
80.209.255.15,192.168.88.240,80
212.237.255.55,192.168.88.240,80
195.181.255.220,192.168.88.240,80
80.209.255.224,192.168.88.240,80
80.209.255.122,192.168.88.240,80
80.209.255.239,192.168.88.240,80
185.81.77.26,192.168.88.240,80
195.181.255.52,192.168.88.240,80
80.209.255.105,192.168.88.240,80
212.237.255.58,192.168.88.240,80
212.237.255.215,192.168.88.240,80
80.209.255.204,192.168.88.240,80
185.81.78.234,192.168.88.240,80
80.209.255.119,192.168.88.240,80
185.81.78.85,192.168.88.240,80
80.209.255.135,192.168.88.240,80
185.81.78.209,192.168.88.240,80
80.209.255.92,192.168.88.240,80
95.214.109.13,192.168.88.240,80
185.81.76.242,192.168.88.240,80
212.237.255.39,192.168.88.240,80
185.81.77.102,192.168.88.240,80
185.81.76.88,192.168.88.240,80
185.81.76.209,192.168.88.240,80
185.81.76.14,192.168.88.240,80
185.81.76.168,192.168.88.240,80
80.209.255.216,192.168.88.240,80
185.81.77.172,192.168.88.240,80
185.81.76.24,192.168.88.240,80
185.81.79.99,192.168.88.240,80
185.81.76.118,192.168.88.240,80
185.81.77.163,192.168.88.240,80
185.81.77.169,192.168.88.240,80
185.81.76.179,192.168.88.240,80
185.81.76.76,192.168.88.240,80
185.81.76.167,192.168.88.240,80
185.81.77.238,192.168.88.240,80
195.181.255.205,192.168.88.240,80
185.81.79.162,192.168.88.240,443
185.81.76.2,192.168.88.240,443
185.81.76.86,192.168.88.240,443
185.81.76.250,192.168.88.240,443
185.81.79.45,192.168.88.240,443
185.81.78.203,192.168.88.240,443
185.81.76.251,192.168.88.240,443
185.81.76.92,192.168.88.240,443
185.81.76.133,192.168.88.240,443
185.81.76.3,192.168.88.240,443
185.81.76.4,192.168.88.240,443
185.81.76.34,192.168.88.240,443
185.81.79.169,192.168.88.240,443
185.81.76.123,192.168.88.240,443
185.81.79.155,192.168.88.240,443
185.81.78.4,192.168.88.240,443
185.81.77.26,192.168.88.240,443
195.181.255.120,192.168.88.240,443
212.237.255.34,192.168.88.240,443
185.81.79.58,192.168.88.240,443
185.81.76.129,192.168.88.240,443
185.81.78.7,192.168.88.240,443
185.81.79.28,192.168.88.240,443
185.81.77.2,192.168.88.240,443
185.81.77.166,192.168.88.240,443
185.81.78.147,192.168.88.240,443
185.81.77.155,192.168.88.240,443
185.81.78.217,192.168.88.240,443
185.81.76.67,192.168.88.240,443
185.81.76.126,192.168.88.240,443
185.81.76.206,192.168.88.240,443
185.81.79.214,192.168.88.240,443
212.237.255.3,192.168.88.240,443
185.81.79.190,192.168.88.240,443
185.81.77.77,192.168.88.240,443
185.81.76.16,192.168.88.240,443
185.81.79.194,192.168.88.240,443
185.81.79.13,192.168.88.240,443
195.181.255.242,192.168.88.240,443
185.81.79.252,192.168.88.240,443
95.214.109.131,192.168.88.240,443
185.81.78.22,192.168.88.240,443
80.209.255.23,192.168.88.240,443
212.237.255.6,192.168.88.240,443
185.81.79.156,192.168.88.240,443
185.81.79.200,192.168.88.240,443
185.81.78.102,192.168.88.240,443
185.81.79.175,192.168.88.240,443
185.81.76.85,192.168.88.240,443
185.81.77.4,192.168.88.240,443
185.81.77.35,192.168.88.240,443
195.181.255.137,192.168.88.240,443
185.81.77.111,192.168.88.240,443
95.214.109.53,192.168.88.240,443
185.81.79.225,192.168.88.240,443
185.81.76.97,192.168.88.240,443
185.81.76.61,192.168.88.240,443
185.81.77.156,192.168.88.240,443
212.237.255.166,192.168.88.240,443
95.214.109.114,192.168.88.240,443
185.81.77.105,192.168.88.240,443
185.81.79.174,192.168.88.240,443
185.81.79.168,192.168.88.240,443
185.81.77.164,192.168.88.240,443
185.142.11.99,192.168.88.240,443
185.81.78.190,192.168.88.240,443
185.81.79.173,192.168.88.240,443
185.81.76.253,192.168.88.240,443
185.142.11.52,192.168.88.240,443
185.142.11.12,192.168.88.240,443
185.142.11.10,192.168.88.240,443
185.142.11.13,192.168.88.240,443
185.142.11.103,192.168.88.240,443
185.142.11.7,192.168.88.240,443
185.142.11.172,192.168.88.240,443
185.142.11.74,192.168.88.240,443
212.237.255.21,192.168.88.240,443
185.142.11.130,192.168.88.240,443
185.142.11.82,192.168.88.240,443
185.81.78.226,192.168.88.240,443
95.214.108.101,192.168.88.240,443
185.142.11.129,192.168.88.240,443
185.142.11.122,192.168.88.240,443
185.142.11.102,192.168.88.240,443
185.142.11.6,192.168.88.240,443
185.81.77.75,192.168.88.240,443
185.81.77.133,192.168.88.240,443
185.142.11.9,192.168.88.240,443
185.142.11.35,192.168.88.240,443
185.142.11.8,192.168.88.240,443
185.142.11.3,192.168.88.240,443
185.142.11.71,192.168.88.240,443
185.142.11.162,192.168.88.240,443
185.142.11.112,192.168.88.240,443
185.142.11.67,192.168.88.240,443
185.142.11.100,192.168.88.240,443
185.142.10.1,192.168.88.240,443
185.142.11.75,192.168.88.240,443
185.142.11.73,192.168.88.240,443
185.142.11.79,192.168.88.240,443
185.142.11.56,192.168.88.240,443
185.142.11.150,192.168.88.240,443
185.142.11.187,192.168.88.240,443
185.142.11.51,192.168.88.240,443
185.81.77.165,192.168.88.240,443
185.142.11.36,192.168.88.240,443
185.142.11.5,192.168.88.240,443
185.81.78.213,192.168.88.240,443
185.142.11.157,192.168.88.240,443
185.142.11.158,192.168.88.240,443
185.142.11.173,192.168.88.240,443
185.142.11.59,192.168.88.240,443
185.142.11.181,192.168.88.240,443
185.142.11.153,192.168.88.240,443
185.142.11.164,192.168.88.240,443
185.142.11.49,192.168.88.240,443
185.142.11.171,192.168.88.240,443
185.142.11.107,192.168.88.240,443
185.142.11.4,192.168.88.240,443
185.142.11.168,192.168.88.240,443
185.142.11.146,192.168.88.240,443
185.142.11.142,192.168.88.240,443
185.142.11.46,192.168.88.240,443
185.142.11.139,192.168.88.240,443
212.237.255.18,192.168.88.240,443
185.142.11.78,192.168.88.240,443
185.81.77.152,192.168.88.240,443
185.142.11.113,192.168.88.240,443
185.81.78.155,192.168.88.240,443
185.142.11.140,192.168.88.240,443
185.81.78.176,192.168.88.240,443
185.142.11.174,192.168.88.240,443
185.142.11.63,192.168.88.240,443
185.142.11.61,192.168.88.240,443
185.142.11.148,192.168.88.240,443
185.142.11.76,192.168.88.240,443
185.81.76.3,192.168.88.240,143
185.81.76.251,192.168.88.240,143
185.81.77.166,192.168.88.240,143
185.81.79.214,192.168.88.240,143
195.181.255.4,192.168.88.240,143
185.81.76.4,192.168.88.240,143
185.81.79.225,192.168.88.240,143
185.81.77.2,192.168.88.240,143
80.209.255.23,192.168.88.240,143
185.81.78.22,192.168.88.240,143
185.81.76.97,192.168.88.240,143
185.81.79.13,192.168.88.240,143
185.81.76.2,192.168.88.240,143
185.81.79.190,192.168.88.240,143
185.81.76.86,192.168.88.240,143
185.81.76.34,192.168.88.240,143
185.81.79.28,192.168.88.240,143
185.81.78.44,192.168.88.240,143
185.81.79.185,192.168.88.240,143
185.81.76.126,192.168.88.240,143
80.209.255.108,192.168.88.240,143
195.181.255.120,192.168.88.240,143
185.81.78.203,192.168.88.240,143
185.81.78.4,192.168.88.240,143
185.81.76.67,192.168.88.240,143
212.237.255.34,192.168.88.240,143
185.81.76.16,192.168.88.240,143
185.81.79.162,192.168.88.240,143
185.81.79.155,192.168.88.240,143
185.81.78.217,192.168.88.240,143
185.81.79.156,192.168.88.240,143
185.81.77.133,192.168.88.240,143
185.81.77.155,192.168.88.240,143
185.81.79.169,192.168.88.240,143
185.81.79.194,192.168.88.240,143
185.81.79.107,192.168.88.240,143
185.81.76.133,192.168.88.240,143
185.81.76.250,192.168.88.240,143
185.81.76.129,192.168.88.240,143
185.81.77.111,192.168.88.240,143
195.181.255.109,192.168.88.240,143
185.81.79.200,192.168.88.240,143
185.81.77.221,192.168.88.240,143
195.181.255.137,192.168.88.240,143
185.81.79.45,192.168.88.240,143
185.81.78.7,192.168.88.240,143
212.237.255.6,192.168.88.240,143
185.81.77.77,192.168.88.240,143
185.142.11.75,192.168.88.240,143
212.237.255.166,192.168.88.240,143
185.81.76.253,192.168.88.240,143
185.142.11.74,192.168.88.240,143
195.181.255.163,192.168.88.240,143
185.81.77.165,192.168.88.240,143
185.142.11.71,192.168.88.240,143
185.81.78.213,192.168.88.240,143
185.81.78.226,192.168.88.240,143
185.81.78.176,192.168.88.240,143
185.81.76.251,192.168.88.240,5060
185.81.76.67,192.168.88.240,5060
185.81.76.3,192.168.88.240,5060
185.81.76.123,192.168.88.240,5060
185.81.77.155,192.168.88.240,5060
212.237.255.6,192.168.88.240,5060
185.81.79.162,192.168.88.240,5060
185.81.76.129,192.168.88.240,5060
185.81.76.250,192.168.88.240,5060
185.81.76.86,192.168.88.240,5060
185.81.79.194,192.168.88.240,5060
185.81.77.166,192.168.88.240,5060
185.81.79.156,192.168.88.240,5060
185.81.79.107,192.168.88.240,5060
212.237.255.34,192.168.88.240,5060
185.81.79.252,192.168.88.240,5060
185.81.79.175,192.168.88.240,5060
185.81.79.155,192.168.88.240,5060
185.81.76.4,192.168.88.240,5060
195.181.255.120,192.168.88.240,5060
185.81.76.2,192.168.88.240,5060
185.81.79.190,192.168.88.240,5060
185.81.79.169,192.168.88.240,5060
185.81.78.102,192.168.88.240,5060
95.214.109.114,192.168.88.240,5060
185.81.77.2,192.168.88.240,5060
195.181.255.4,192.168.88.240,5060
185.81.78.22,192.168.88.240,5060
185.81.79.174,192.168.88.240,5060
195.181.255.109,192.168.88.240,5060
185.81.77.26,192.168.88.240,5060
185.81.76.61,192.168.88.240,5060
185.81.79.13,192.168.88.240,5060
185.81.77.35,192.168.88.240,5060
185.81.76.109,192.168.88.240,5060
185.81.77.221,192.168.88.240,5060
195.181.255.137,192.168.88.240,5060
185.81.76.92,192.168.88.240,5060
185.81.77.105,192.168.88.240,5060
185.81.78.44,192.168.88.240,5060
185.81.76.34,192.168.88.240,5060
185.81.79.200,192.168.88.240,5060
185.81.77.156,192.168.88.240,5060
185.81.78.147,192.168.88.240,5060
185.81.77.77,192.168.88.240,5060
185.81.76.126,192.168.88.240,5060
185.81.78.4,192.168.88.240,5060
185.81.79.185,192.168.88.240,5060
185.81.77.133,192.168.88.240,5060
185.81.79.225,192.168.88.240,5060
185.81.76.253,192.168.88.240,5060
185.142.11.100,192.168.88.240,5060
185.142.11.99,192.168.88.240,5060
185.142.11.74,192.168.88.240,5060
185.142.11.85,192.168.88.240,5060
212.237.255.166,192.168.88.240,5060
185.81.78.213,192.168.88.240,5060
195.181.255.163,192.168.88.240,5060
212.237.255.18,192.168.88.240,5060
185.142.11.75,192.168.88.240,5060
185.81.77.75,192.168.88.240,5060
185.81.78.155,192.168.88.240,5060
185.142.11.102,192.168.88.240,5060
185.142.11.174,192.168.88.240,5060
185.81.77.165,192.168.88.240,5060
185.81.77.152,192.168.88.240,5060
185.142.11.103,192.168.88.240,5060
185.81.78.185,192.168.88.240,5060
185.81.78.226,192.168.88.240,5060
